rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
17,Baby Panda Care,158043,50.0 M,4.16,1.2,2.4,0.0,GAME EDUCATIONAL,110431,11763,7798,6690,21359,False
25,Ace Fishing: Wild Catch,1374907,10.0 M,4.4,0.0,0.1,0.0,GAME SPORTS,957213,208771,95946,28198,84776,False
95,Flippy Knife,801878,10.0 M,4.19,0.3,0.7,0.0,GAME ACTION,509210,119257,67002,29864,76543,False
93,Vrai ou Faux ? Le grand Quiz,45786,1.0 M,4.23,0.0,0.0,0.0,GAME TRIVIA,24292,13322,4862,936,2371,False
26,The Wolf,733065,10.0 M,4.44,1.7,3.5,0.0,GAME ROLE PLAYING,538267,91877,37358,16845,48716,False
69,Hi Cooking,551276,10.0 M,4.51,0.1,0.2,0.0,GAME SIMULATION,427133,50463,31390,12089,30198,False
95,Gacha Studio (Anime Dress Up),455889,10.0 M,3.89,0.6,1.3,0.0,GAME CASUAL,272847,45974,33678,22449,80938,False
95,Nobodies: Murder Cleaner,180214,5.0 M,4.5,1.2,5.0,0.0,GAME ADVENTURE,132974,25480,9471,3989,8297,False
80,Sachin Saga Cricket Champions,366675,10.0 M,3.99,1.0,2.5,0.0,GAME SPORTS,223686,44968,26939,14327,56752,False
45,Tap Color - Color by number. Coloring Game,254357,10.0 M,4.51,0.4,1.0,0.0,GAME BOARD,201149,19660,10893,6291,16360,False
72,LEGO® Star Wars™: TFA,244086,10.0 M,3.91,1.0,2.5,0.0,GAME ADVENTURE,152013,20903,14875,10206,46086,False
60,Dummy Hero,151637,1.0 M,4.39,0.1,0.3,0.0,GAME CARD,102146,25728,12919,2965,7877,False
14,State of Survival: Survive the Zombie Apocalypse,1712043,50.0 M,4.43,4.5,10.3,0.0,GAME STRATEGY,1218235,270013,81840,31300,110652,False
51,Fill-The-Words - word search puzzle,275831,10.0 M,4.62,140394.4,0.5,0.0,GAME WORD,222986,27985,9062,3976,11819,False
59,2 3 4 Player Mini Games,647179,100.0 M,4.37,4.8,10.0,0.0,GAME SIMULATION,488177,52300,28234,16370,62095,False
53,Order & Chaos Online 3D MMORPG,474452,5.0 M,4.17,0.0,0.0,0.0,GAME ROLE PLAYING,321908,49659,26027,13408,63447,False
6,Bubble Witch 3 Saga,2495714,50.0 M,4.58,0.5,1.0,0.0,GAME PUZZLE,1906144,353332,110005,36156,90075,False
68,I Know the Cartoon,65696,5.0 M,4.11,0.0,0.0,0.0,GAME TRIVIA,41317,8609,5549,1959,8259,False
53,Soccer Star 2020 World Football: World Star Cup,608998,10.0 M,4.14,0.0,0.0,0.0,GAME SPORTS,400377,69563,39878,19689,79488,False
42,Doodle Alchemy,816560,10.0 M,4.61,0.3,0.5,0.0,GAME PUZZLE,631387,107975,42912,12124,22160,False
11,myVEGAS Slots: Las Vegas Casino Games & Slots,748641,10.0 M,4.49,0.1,0.2,0.0,GAME CASINO,555658,100193,37189,15356,40242,False
67,アイドルマスター シンデレラガールズ スターライトステージ,64974,1.0 M,4.32,0.2,0.6,0.0,GAME MUSIC,44927,8420,4334,2077,5213,False
10,Cash Frenzy™ Casino – Free Slots Games,811503,10.0 M,4.63,2.0,4.8,0.0,GAME CASINO,664863,75609,26264,10717,34047,False
67,Easy Game - Brain Test and Tricky Mind Puzzles,533693,10.0 M,4.34,1.4,3.6,0.0,GAME PUZZLE,373677,70033,32440,15023,42518,False
23,Talking Tom Cat,2229993,100.0 M,4.01,0.7,1.4,0.0,GAME CASUAL,1441613,187503,140242,98837,361797,False
35,Governor of Poker 3 - Free Texas Holdem Card Games,258162,5.0 M,4.29,1.1,2.2,0.0,GAME CARD,185646,26731,10004,5815,29963,False
42,Hole.io,1092786,100.0 M,4.04,0.6,1.6,0.0,GAME ARCADE,677916,137400,76010,45664,155793,False
12,Hustle Castle: Medieval games in the kingdom,1414250,10.0 M,4.15,0.6,1.3,0.0,GAME ROLE PLAYING,949393,165921,58186,38884,201863,False
89,YASUHATI / With your voice!,43297,5.0 M,4.17,0.2,0.6,0.0,GAME MUSIC,28794,4600,3320,1570,5010,False
32,Call of Duty®: Mobile - Garena,2548363,10.0 M,4.23,3.6,5.0,0.0,GAME ACTION,1820998,207369,126706,77918,315369,False
44,Little Panda’s Summer: Ice Cream Bars,90035,10.0 M,4.4,2.5,4.3,0.0,GAME EDUCATIONAL,69615,5547,4057,2558,8255,False
2,My Talking Tom,16715691,500.0 M,4.33,0.3,0.6,0.0,GAME CASUAL,12245585,1517427,845986,445084,1661606,False
56,Hotel Story: Resort Simulation,669840,10.0 M,4.34,0.1,0.2,0.0,GAME SIMULATION,463284,85669,54821,19456,46607,False
83,Stickman Basketball,355982,10.0 M,4.38,0.0,0.0,0.0,GAME SPORTS,258131,39495,21795,7981,28578,False
21,Shakes and Fidget,888912,5.0 M,4.67,0.6,1.2,0.0,GAME ROLE PLAYING,689105,143328,31599,8349,16529,False
15,KIM KARDASHIAN: HOLLYWOOD,1094556,10.0 M,4.3,0.1,0.2,0.0,GAME ADVENTURE,755487,138999,70609,31379,98079,False
51,MonsterBusters: Match 3 Puzzle,669595,10.0 M,4.7,0.0,0.1,0.0,GAME PUZZLE,535532,95459,22596,5112,10893,False
35,GUNSHIP BATTLE: Helicopter 3D,2373080,50.0 M,4.16,0.1,0.3,0.0,GAME ACTION,1580784,267426,148706,72154,304008,False
97,Anime Tiles: Piano Music,40374,1.0 M,3.91,3.4,8.6,0.0,GAME MUSIC,22255,6109,4046,2192,5770,False
99,Flip Master,263226,10.0 M,4.22,0.5,1.2,0.0,GAME SPORTS,177542,29853,19219,9464,27145,False
70,Scratch Day,145246,5.0 M,4.0,0.3,0.3,0.0,GAME CASINO,87790,17576,12977,5672,21228,False
49,Solitaire Arena,177043,1.0 M,4.48,90.9,0.0,0.0,GAME CARD,121849,34906,10273,3117,6895,False
82,Benji Bananas Adventures,220028,10.0 M,4.41,0.0,0.1,0.0,GAME ADVENTURE,157365,29152,14581,4277,14651,False
95,We Are Illuminati - Conspiracy Simulator Clicker,398841,5.0 M,4.39,0.7,1.4,0.0,GAME SIMULATION,284071,52165,24032,11095,27475,False
84,アイドリッシュセブン,47105,500.0 k,4.64,0.2,0.4,0.0,GAME MUSIC,37904,5010,1980,780,1430,False
8,Solitaire Grand Harvest - Free Tripeaks Solitaire,833513,10.0 M,4.53,2.2,5.3,0.0,GAME CARD,634927,109546,30343,16253,42441,False
53,Earn to Die Lite,609871,10.0 M,4.19,0.1,0.3,0.0,GAME RACING,434429,43450,29759,16697,85533,False
49,Real Cricket™ 17,727758,10.0 M,4.18,0.1,0.3,0.0,GAME SPORTS,484762,85323,49734,23192,84744,False
73,Trivia Crack Adventure,60110,1.0 M,4.32,28.0,99.3,0.0,GAME TRIVIA,39556,10435,4274,1782,4060,False
96,Stranger Things: The Game,177399,5.0 M,4.59,0.5,1.0,0.0,GAME ADVENTURE,140060,19349,7801,3140,7046,False
43,Найди слова,320018,10.0 M,4.64,0.3,0.5,0.0,GAME WORD,259366,34017,10292,4035,12305,False
86,Flags and Capitals of the World Quiz,51610,1.0 M,4.32,0.3,0.8,0.0,GAME TRIVIA,35507,6831,3539,1546,4184,False
67,Basketball Mania,448564,10.0 M,4.3,0.0,0.0,0.0,GAME SPORTS,302579,61504,37000,13364,34115,False
55,Word Stacks,242220,10.0 M,4.66,0.8,1.9,0.0,GAME WORD,203604,17305,7749,4603,8957,False
15,Truco Blyts,494898,10.0 M,4.47,0.6,1.2,0.0,GAME CARD,347113,86346,30669,9084,21683,False
74,Maleficent Free Fall,502209,10.0 M,4.56,0.2,0.5,0.0,GAME PUZZLE,382395,66961,24482,7474,20894,False
87,Masha and the Bear: Good Night!,52165,10.0 M,4.12,2.4,5.1,0.0,GAME EDUCATIONAL,36434,3309,2352,2173,7895,False
31,3D Tennis,1093549,50.0 M,4.17,0.2,0.3,0.0,GAME SPORTS,698205,151796,88943,39290,115313,False
33,Tennis Clash: 1v1 Free Online Sports Game,1031413,10.0 M,4.3,4.9,12.1,0.0,GAME SPORTS,667816,182678,77169,26048,77700,False
45,Who Becomes Rich,113958,5.0 M,3.94,0.2,0.3,0.0,GAME TRIVIA,54024,28499,13006,7666,10760,False
90,לוגוטסט טריוויה: משחק הסמלים והמותגים הגדול בישראל,49632,500.0 k,4.66,0.5,1.3,0.0,GAME TRIVIA,40900,4609,1816,618,1686,False
84,Batak HD - İnternetsiz Batak,107496,10.0 M,4.09,0.3,0.6,0.0,GAME CARD,67556,14098,8377,3165,14298,False
70,Tile Master - Classic Triple Match & Puzzle Game,149105,50.0 M,4.57,15.0,30.4,0.0,GAME BOARD,125696,5478,4910,3370,9648,False
8,World Cricket Championship 2 - WCC2,2916874,50.0 M,4.29,0.5,1.1,0.0,GAME SPORTS,2047055,342682,155762,75373,296000,False
1,Shadow Fight 3 - RPG fighting game,3090015,100.0 M,4.32,1.4,3.5,0.0,GAME ROLE PLAYING,2197513,346940,167607,80852,297099,False
76,DRAGON BALL Z DOKKAN BATTLE,1057009,10.0 M,4.43,0.7,1.3,0.0,GAME ACTION,795246,114985,39102,17818,89856,False
49,Heroes Charge,496856,10.0 M,4.6,0.1,0.1,0.0,GAME ROLE PLAYING,425997,18186,11837,7128,33704,False
24,Racing Fever,1470062,50.0 M,4.45,0.0,0.1,0.0,GAME RACING,1103057,147913,89765,33733,95592,False
64,Tic Tac Toe Glow,661798,100.0 M,4.2,2.0,3.9,0.0,GAME CASUAL,442539,74732,49536,24389,70599,False
46,RISK: Global Domination,253597,10.0 M,4.4,2.3,4.3,0.0,GAME BOARD,182725,33730,12210,6120,18810,False
9,Paint By Number - Coloring Book & Color by Number,1219836,100.0 M,4.51,3.0,6.1,0.0,GAME BOARD,944530,124068,54027,25310,71898,False
28,Design Home: House Renovation,1019979,50.0 M,4.21,1.4,3.2,0.0,GAME SIMULATION,602531,214441,89303,44417,69285,False
81,Battle Disc,446372,10.0 M,4.27,0.2,0.8,0.0,GAME SIMULATION,304208,51235,35792,15611,39523,False
16,Real Piano Teacher,362215,10.0 M,4.5,0.2,0.9,0.0,GAME MUSIC,292934,20624,13557,7187,27911,False
89,Train Taxi,458789,50.0 M,4.14,0.7,1.5,0.0,GAME PUZZLE,290753,57145,41615,22136,47137,False
56,BTS WORLD,770105,10.0 M,4.72,0.7,1.9,0.0,GAME CASUAL,678632,38323,15403,7327,30417,False
61,ไพ่แคง - มีดัมมี่ ป๊อกเด้ง ไฮโล เก้าเก,148955,5.0 M,4.61,1.8,3.8,0.0,GAME CARD,123486,9793,5810,2535,7327,False
56,Stack Ball - Blast through platforms,836895,100.0 M,4.14,4.2,8.7,0.0,GAME ARCADE,559097,81673,57819,34553,103751,False
86,Bingo Holiday: Free Bingo Games,115882,1.0 M,4.61,0.8,1.4,0.0,GAME CASINO,89246,15887,5739,1709,3299,False
19,Sonic Cat - Slash the Beats,264177,10.0 M,4.67,1.9,5.8,0.0,GAME MUSIC,227601,14388,6639,3279,12268,False
24,AVATAR MUSIK - Music and Dance Game,229838,5.0 M,3.95,0.1,0.3,0.0,GAME MUSIC,150988,15398,10974,6830,45646,False
2,Hungry Shark Evolution - Offline survival game,7141044,100.0 M,4.37,0.5,0.9,0.0,GAME ARCADE,5171922,791394,403206,189389,585131,False
64,Granny: Chapter Two,714303,50.0 M,4.34,4.5,9.6,0.0,GAME ARCADE,533521,57462,30996,18941,73380,False
22,Agar.io,4097530,100.0 M,3.93,0.2,0.5,0.0,GAME ACTION,2501119,430052,288167,152746,725443,False
53,LINE Bubble 2,641556,10.0 M,4.17,0.3,0.4,0.0,GAME PUZZLE,389169,106789,68161,21437,55998,False
52,Modern Strike Online: Free PvP FPS shooting game,1601034,50.0 M,4.38,1.1,2.4,0.0,GAME ACTION,1198546,140286,74131,40275,147794,False
44,Lep's World 2 🍀🍀,1067930,100.0 M,4.33,0.6,1.3,0.0,GAME ARCADE,790448,85451,53289,32351,106389,False
22,zzSUNSET Last Season MM,1646405,10.0 M,4.1,9.2,18.5,0.0,GAME SPORTS,1084832,178726,87616,56943,238286,False
40,Kelimelik,351822,5.0 M,4.45,0.5,0.9,0.0,GAME WORD,251841,55078,18432,5657,20811,False
50,Ludo SuperStar,223393,50.0 M,4.07,2.5,5.2,0.0,GAME BOARD,147106,20793,12841,9124,33526,False
9,Solitaire,648144,50.0 M,4.23,0.0,0.0,0.0,GAME CARD,432066,90340,39912,15917,69906,False
45,Puppy Town - Merge & Win,939058,50.0 M,4.08,3.3,8.2,0.0,GAME CASUAL,650256,69216,30950,19507,169127,False
17,Deck Heroes: Legacy,469753,10.0 M,4.32,0.0,0.0,0.0,GAME CARD,342790,41145,25513,13298,47005,False
48,Mouse,685372,10.0 M,4.4,0.0,0.0,0.0,GAME PUZZLE,463017,121000,48410,20015,32929,False
89,Winning Slots casino games:free vegas slot machine,106532,5.0 M,4.44,0.5,0.8,0.0,GAME CASINO,84301,6325,3801,2773,9329,False
67,Spider Solitaire,139406,10.0 M,4.57,0.5,1.1,0.0,GAME CARD,103974,22432,6574,1613,4811,False
27,Drift Max Pro - Car Drifting Game with Racing Cars,1361440,50.0 M,4.57,2.4,5.0,0.0,GAME RACING,1085380,124746,59412,24711,67189,False
54,Grim Soul: Dark Fantasy Survival,469934,10.0 M,4.37,2.0,4.1,0.0,GAME ROLE PLAYING,320973,76889,29167,12778,30125,False
56,Word Yard - Fun with Words,233892,1.0 M,4.64,0.6,1.3,0.0,GAME WORD,183280,31467,10775,2626,5742,False
37,Vainglory,829682,10.0 M,3.65,0.0,0.0,0.0,GAME STRATEGY,463943,64832,53080,38789,209036,False
55,MEGA QUIZ GAMING 2021 - Guess the game Trivia,97967,1.0 M,3.95,0.0,0.1,0.0,GAME TRIVIA,46730,24907,11279,4406,10643,False
23,Last Day on Earth: Survival,4092418,50.0 M,4.38,0.7,1.6,0.0,GAME ACTION,2957405,485137,213306,107353,329214,False
71,DRAGON BALL LEGENDS,1171463,10.0 M,4.14,1.9,4.9,0.0,GAME ACTION,796378,119092,52261,26135,177593,False
100,Beat Blader 3D: Dash and Slash!,38238,10.0 M,4.0,7.8,15.7,0.0,GAME MUSIC,24165,3453,2887,1756,5974,False
74,Baby care,61624,10.0 M,3.88,3.9,8.1,0.0,GAME EDUCATIONAL,37561,5193,4132,3230,11506,False
25,Glow Hockey,1790671,100.0 M,4.16,0.1,0.2,0.0,GAME ARCADE,1173378,202700,146513,58481,209596,False
77,"Avatar Life - fun, love & games in virtual world!",453899,10.0 M,4.08,1.1,2.3,0.0,GAME SIMULATION,282985,62118,32292,15532,60970,False
30,Hop Ball 3D: Dancing Ball on the Music Tiles,159233,50.0 M,4.03,2.1,5.1,0.0,GAME MUSIC,102229,15653,10302,6655,24391,False
12,AdVenture Capitalist,1574955,10.0 M,4.48,0.3,0.7,0.0,GAME SIMULATION,1124369,258869,86413,27249,78052,False
32,Rise Up,1324747,100.0 M,3.78,0.4,1.0,0.0,GAME ARCADE,701113,166187,145938,82759,228748,False
64,Mad Skills Motocross 2,462906,10.0 M,4.25,0.2,0.4,0.0,GAME RACING,320212,50712,28898,14009,49073,False
84,Street Chaser,214252,50.0 M,4.12,2.9,6.0,0.0,GAME ADVENTURE,145750,16991,12760,8788,29960,False
75,Spider Solitaire,123361,10.0 M,4.6,1.2,2.6,0.0,GAME CARD,103974,22432,6574,1613,4811,False
51,UniPad,101978,5.0 M,4.08,0.1,0.2,0.0,GAME MUSIC,66375,10573,6733,3431,14863,False
27,Merge Dragons!,1134803,10.0 M,4.47,1.5,3.7,0.0,GAME PUZZLE,789937,207296,67673,20953,48942,False
82,Sniper Fury: Online 3D FPS & Sniper Shooter Game,1008274,50.0 M,4.05,0.1,0.2,0.0,GAME ACTION,637973,121993,61346,31183,155776,False
56,Garena Speed Drifters,570996,10.0 M,4.07,0.5,1.7,0.0,GAME RACING,377043,51802,33968,18822,89357,False
30,Cashman Casino: Casino Slots Machines! 2M Free!,383237,10.0 M,4.42,1.1,2.7,0.0,GAME CASINO,280190,46244,20966,9989,25846,False
20,모두의 퀴즈 - 사진연상 단어,280932,1.0 M,4.45,0.0,0.0,0.0,GAME TRIVIA,189645,52491,25017,4415,9361,False
31,Little Panda's Chinese Recipes,123643,10.0 M,4.34,2.4,5.2,0.0,GAME EDUCATIONAL,93467,8256,5015,3819,13083,False
20,Galaxy Attack: Alien Shooter,1935595,100.0 M,4.47,1.4,3.0,0.0,GAME ARCADE,1496625,169241,88411,44145,137170,False
47,Just Dance Controller,106890,10.0 M,3.69,0.8,1.8,0.0,GAME MUSIC,58503,11196,7407,5028,24753,False
46,Gods of Boom - Online PvP Action,1858700,50.0 M,4.01,0.1,0.2,0.0,GAME ACTION,1161298,217742,115623,65648,298387,False
40,Checkers Online Elite,276996,10.0 M,4.21,0.0,0.0,0.0,GAME BOARD,186192,33365,18596,8124,30717,False
4,Episode - Choose Your Story,3541983,100.0 M,4.26,1.2,2.6,0.0,GAME SIMULATION,2259432,598555,306591,108585,268817,False
83,My Baby Panda Chef,55043,10.0 M,4.29,1.2,2.6,0.0,GAME EDUCATIONAL,41292,2977,2368,2008,6395,False
61,88 Fortunes Casino Games & Free Slot Machine Games,174429,1.0 M,4.7,0.8,2.1,0.0,GAME CASINO,152778,8558,3497,1713,7881,False
2,Clash Royale,30599283,100.0 M,4.22,1568.1,1.1,0.0,GAME STRATEGY,20850163,3634022,1653329,771855,3689911,False
90,Art of War 3: PvP RTS modern warfare strategy game,310851,10.0 M,4.49,1.2,2.5,0.0,GAME STRATEGY,243785,25851,12950,6435,21827,False
48,Onnect - Pair Matching Puzzle,236843,10.0 M,4.29,1.3,2.6,0.0,GAME BOARD,160741,36216,10826,7118,21940,False
73,Charm King,508599,10.0 M,4.42,131.6,0.2,0.0,GAME PUZZLE,374355,58427,26357,12694,36764,False
65,Stop - Categories Word Game,205191,10.0 M,3.49,1.0,2.4,0.0,GAME WORD,83797,35081,27057,17156,42098,False
49,Zombie Catchers - love the hunt!,1737515,100.0 M,4.44,2.0,3.6,0.0,GAME ACTION,1302473,180457,92856,40988,120740,False
27,SuperStar SMTOWN,198615,5.0 M,4.21,0.9,1.7,0.0,GAME MUSIC,133295,24059,12299,6858,22102,False
73,SHOW BY ROCK!![爽快音ゲー ショウバイロック］,55378,500.0 k,4.3,0.0,0.0,0.0,GAME MUSIC,30665,15762,5483,1748,1718,False
16,Word Snack - Your Picnic with Words,669236,5.0 M,4.64,0.2,0.5,0.0,GAME WORD,517815,94510,35842,7072,13995,False
18,Beat Fire - EDM Music & Gun Sounds,282811,10.0 M,4.42,3.0,7.0,0.0,GAME MUSIC,214693,24606,14314,7400,21795,False
46,Mini Golf King - Multiplayer Game,759841,10.0 M,4.25,0.3,0.6,0.0,GAME SPORTS,466780,153192,62122,21406,56338,False
78,Word Domination,155301,5.0 M,4.19,1.1,1.9,0.0,GAME WORD,94615,29348,11648,6340,13347,False
50,Inside Out Thought Bubbles,672821,10.0 M,4.47,0.1,0.2,0.0,GAME PUZZLE,501074,79875,36484,16782,38603,False
40,101-in-1 Games,1135652,10.0 M,4.5,0.0,0.1,0.0,GAME ARCADE,793834,207268,80919,13969,39659,False
38,Left vs Right: Brain Games for Brain Training,106059,5.0 M,4.52,0.7,1.3,0.0,GAME EDUCATIONAL,75230,19812,5497,1769,3748,False
66,⚽Puppet Soccer 2014 - Big Head Football 🏆,451539,10.0 M,4.04,0.4,0.9,0.0,GAME SPORTS,298819,37488,24296,16047,74887,False
14,Coin Master,5482333,100.0 M,4.35,3.3,8.1,0.0,GAME CASUAL,4000193,562618,270061,119111,530347,False
24,Luxy Poker-Online Texas Holdem,419956,5.0 M,4.3,0.4,0.8,0.0,GAME CASINO,298409,43575,25216,10824,41930,False
62,Stickman Soccer - Classic,497940,10.0 M,4.4,0.0,0.1,0.0,GAME SPORTS,360270,57979,33583,10425,35680,False
92,Hitman Sniper,848831,10.0 M,4.41,0.3,0.8,0.99,GAME ACTION,607502,115334,48040,19224,58729,True
44,TopFun Domino QiuQiu:Domino99 (KiuKiu),207711,5.0 M,4.06,0.9,2.3,0.0,GAME CARD,140865,13924,11882,7214,33824,False
98,Futurama: Worlds of Tomorrow,173518,5.0 M,4.1,0.2,0.5,0.0,GAME ADVENTURE,103163,29913,14632,6981,18826,False
5,Top Eleven 2021: Be a Soccer Manager,4566390,50.0 M,4.63,1.7,3.9,0.0,GAME SPORTS,3513113,698774,189314,54583,110603,False
82,Se como Jose,56670,1.0 M,4.33,0.4,1.1,0.0,GAME TRIVIA,42500,4330,2260,1220,6360,False
92,Stormfall: Rise of Balur,297478,10.0 M,4.15,0.1,0.1,0.0,GAME STRATEGY,190848,41494,20442,9376,35316,False
87,Solitaire TriPeaks Adventure - Free Card Game,105515,1.0 M,4.78,0.7,1.4,0.0,GAME CARD,93175,6607,2388,1084,2258,False
6,EA SPORTS UFC®,2983855,50.0 M,4.38,0.3,0.8,0.0,GAME SPORTS,2128566,387636,163976,68226,235449,False
57,N.O.V.A. Legacy,1499748,50.0 M,4.06,0.6,1.2,0.0,GAME ACTION,936132,189007,109850,56847,207909,False
25,BINGO!,467771,10.0 M,4.63,0.3,0.7,0.0,GAME BOARD,388433,34151,16681,6656,21848,False
58,AVABEL ONLINE [Action MMORPG],462235,10.0 M,4.08,0.2,0.4,0.0,GAME ROLE PLAYING,264212,79868,54932,16867,46353,False
1,Yu-Gi-Oh! Duel Links,2095571,50.0 M,4.36,0.5,1.2,0.0,GAME CARD,1533255,214021,101552,53016,193725,False
75,Pokémon: Magikarp Jump,473108,10.0 M,4.52,0.4,0.8,0.0,GAME SIMULATION,355701,62419,22120,8720,24145,False
49,Trick Me: Logical Brain Teasers Puzzle,108702,5.0 M,4.32,1.4,3.3,0.0,GAME TRIVIA,74456,13450,9445,3796,7552,False
23,Slots (Golden HoYeah) - Casino Slots,427360,10.0 M,4.31,0.4,1.0,0.0,GAME CASINO,295449,50195,34082,13142,34489,False
38,Wordie: Guess the Word,362769,10.0 M,4.55,0.0,0.1,0.0,GAME WORD,274990,47972,18918,5186,15700,False
27,Vikings: War of Clans,965851,10.0 M,4.39,0.1,0.4,0.0,GAME STRATEGY,696323,134808,34906,18992,80819,False
88,Loto Online,101713,5.0 M,4.1,0.9,1.8,0.0,GAME BOARD,70873,6115,4916,3177,16629,False
35,POP! Slots ™- Free Vegas Casino Slot Machine Games,323374,10.0 M,4.28,1.6,3.6,0.0,GAME CASINO,238209,24271,13368,8406,39117,False
80,大富豪BEST,113579,1.0 M,4.3,0.0,0.1,0.0,GAME CARD,63094,32072,11980,1960,4470,False
83,"Hotel Transylvania Adventures - Run, Jump, Build!",215484,10.0 M,4.33,1.6,3.3,0.0,GAME ADVENTURE,158241,19243,10203,5946,21848,False
4,Logo Quiz,1183400,50.0 M,4.34,0.0,0.0,0.0,GAME TRIVIA,782381,200879,91546,35081,73511,False
95,Nonstop Knight - Offline Idle RPG Clicker,302010,5.0 M,4.39,0.1,0.1,0.0,GAME ROLE PLAYING,214414,39653,18916,8348,20676,False
7,Eternium,2347273,10.0 M,4.78,0.6,1.6,0.0,GAME ROLE PLAYING,2036165,202498,57362,16059,35187,False
75,The Island Castaway: Lost World®,235665,1.0 M,4.3,0.3,0.8,0.0,GAME ADVENTURE,139937,50806,29770,6835,8314,False
83,Stickman Hook,500782,50.0 M,3.97,0.8,1.7,0.0,GAME ARCADE,284229,73671,51337,25788,65755,False
64,Diamond Quest: Don't Rush!,273036,10.0 M,4.46,0.7,1.6,0.0,GAME ADVENTURE,199015,36646,16646,6507,14218,False
68,Bomber Friends,1205751,50.0 M,4.3,0.7,1.8,0.0,GAME ACTION,850596,130904,72537,35699,116012,False
13,Gartic,351278,10.0 M,4.2,0.8,1.5,0.0,GAME TRIVIA,226472,52007,25604,10764,36428,False
92,Chess Online,97628,1.0 M,4.35,3.2,6.4,0.0,GAME BOARD,67743,13474,6677,2525,7206,False
7,Gardenscapes,10561106,100.0 M,4.36,1.0,2.5,0.0,GAME CASUAL,7477650,1401119,583497,252414,846424,False
71,Atriviate (Online Trivia),64589,5.0 M,3.59,0.0,0.1,0.0,GAME TRIVIA,23795,16207,9318,4549,10718,False
100,Solitaire,90029,5.0 M,4.75,11.8,27.5,0.0,GAME CARD,82855,7921,2670,1141,3146,False
6,Fruit Ninja®,5347039,100.0 M,4.29,0.2,0.3,0.0,GAME ARCADE,3739784,586703,353955,147112,519483,False
55,Sudoku - Free Classic Sudoku Puzzles,619976,10.0 M,4.63,5.9,11.9,0.0,GAME PUZZLE,458341,116464,30103,5008,10057,False
1,Dragon City,8241702,100.0 M,4.56,0.9,1.8,0.0,GAME SIMULATION,6537535,816099,324906,128958,434201,False
61,Coach Bus Simulator,633586,10.0 M,4.05,0.4,0.9,0.0,GAME SIMULATION,400796,72390,44424,24026,91947,False
3,Score! Hero,6779161,100.0 M,4.19,0.4,0.9,0.0,GAME SPORTS,4480503,844263,462636,219496,772261,False
73,War Machines: Tank Battle - Army & Military Games,1134823,100.0 M,4.04,1.5,3.5,0.0,GAME ACTION,675581,172859,94142,45682,146557,False
22,FarmVille 2: Country Escape,2899465,50.0 M,4.33,0.3,0.7,0.0,GAME CASUAL,1990779,407736,193279,85960,221709,False
77,Boomerang Make and Race - Scooby-Doo Racing Game,376747,50.0 M,4.27,0.6,1.2,0.0,GAME RACING,274839,27177,18307,12764,43657,False
48,Little Panda: Princess Makeup,81405,10.0 M,4.19,6.5,14.3,0.0,GAME EDUCATIONAL,57877,5764,3843,3146,10773,False
5,Cut the Rope FULL FREE,2551759,100.0 M,4.51,0.4,0.7,0.0,GAME PUZZLE,1937701,299034,128914,50254,135853,False
29,"Egg, Inc.",1009271,10.0 M,4.56,2.4,5.8,0.0,GAME SIMULATION,723826,186866,59318,15129,24129,False
34,Last Empire - War Z: Strategy,873660,50.0 M,4.0,0.0,0.0,0.0,GAME STRATEGY,556372,84174,59121,29053,144938,False
36,My Singing Monsters: Dawn of Fire,129382,1.0 M,4.56,0.5,1.1,0.0,GAME MUSIC,101443,13994,5559,2315,6068,False
32,Backgammon Free,349584,10.0 M,4.35,0.3,0.6,0.0,GAME BOARD,231256,65515,21098,8965,22747,False
7,PK XD - Explore and Play with your Friends!,2046025,50.0 M,4.29,12.5,23.9,0.0,GAME ADVENTURE,1506076,161775,81970,52906,243296,False
3,Solitaire,1576348,100.0 M,4.51,0.5,0.7,0.0,GAME CARD,432066,90340,39912,15917,69906,False
34,Buraco Canasta Jogatina: Card Games For Free,261850,10.0 M,4.27,0.3,0.6,0.0,GAME CARD,174842,36811,18560,8567,23068,False
80,Beat Jumper: EDM up!,51509,10.0 M,4.31,2.7,6.1,0.0,GAME MUSIC,36346,5533,3525,1648,4454,False
46,Unblock Me FREE,701376,50.0 M,4.53,0.0,0.1,0.0,GAME PUZZLE,540526,78001,35403,12420,35023,False
11,Clash of Kings : Newly Presented Knight System,2316309,50.0 M,4.09,0.0,0.0,0.0,GAME STRATEGY,1494521,269009,147725,75803,329247,False
74,Hit & Knock down,396044,10.0 M,4.31,0.8,1.4,0.0,GAME SPORTS,263906,59676,33136,11445,27879,False
5,Plague Inc.,3486810,100.0 M,4.48,0.6,1.4,0.0,GAME SIMULATION,2550187,493432,195669,67945,179574,False
93,Hotel Hideaway: Virtual World,308602,5.0 M,4.38,2.9,7.0,0.0,GAME ROLE PLAYING,231932,26011,13902,8361,28393,False
29,Crowd City,1542149,100.0 M,4.19,0.9,2.3,0.0,GAME ARCADE,1053541,154097,93873,56003,184632,False
40,DomiNations,757127,10.0 M,4.04,0.2,0.3,0.0,GAME STRATEGY,464985,106226,48811,27238,109863,False
