name,ID,SEX,ALIVE,COMPANY,ALIGN
Tu-Ra-Bi-Ka (Impostor) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Triple Destruction (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Tick and Tock (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Symbol of Doom (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Steve Strong (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Rufus King (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Ring (Nazi) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Snake-Eye Smith (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Sim Altona (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Shirley Booth (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Sewer Man (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Seni Karlan (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Sandman (Nowhere) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Sagayo (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Ruby Yen (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Robin Hood (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Senior Revuelta (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Satan (Nowhere) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Sandai (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Rudolf Parsons (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Shalimar (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Siegfried Kunz (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Stefan Halpern (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Tiger Duncan (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Tom Evans (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Vanza (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Voice of Doom (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Von Fleagle (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Von Rottz (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Von Wolheim (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Wilbur the Great (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Wisp (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Wolf (Nazi) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Yellow Fang (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Allen Rosnim (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Alonzo Gonzales (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Big Boy Bates (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Black Master (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Blackbeard (Japanese Spy) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Bloody Baron (Japanese) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Boss (District Attorney) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Bret Labale (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Butch Cantwell (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Captain Suicide (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Senator Doaks (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Schoolmaster (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Samson Barrick (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Otto Briefer (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Marmaduke Jones (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Master of Death (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Mathers (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Max Bovar (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Maxie Murdock (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Mistress of Death (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Mole (Nazi) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Monstro (WWII) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Mother Ting (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Nails Bradley (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Nan Carter (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Ogar of the Ocean (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Ogre (Gang Leader) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Past (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Ruth LaRue (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Peddler of Doom (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Pedro Alvarez (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Peter Herrick (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Peter Stromboli (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Phao (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Pop Kunz (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Prince Suli (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Princess Ramasi (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Professor Tarbu (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Raymond Wil (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Carter Blackstone (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Cat Woman (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Cat-Woman (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Martha Prentice (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Hugh Tyson (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Jack Hasley (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Jack Prentice (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Jeff and Jock Blintz (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kenneth Brown (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Lao-Chung (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Lasco Vicenti (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Laura Dane (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Lorelei Riciardi (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Lucky Benson (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Luke Bowie (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Mark Mankin (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Marquies le Blanc (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Mary Simpson (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Gregory Smith (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Master Megalo (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Nat Scott (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Nick Bruto (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Nick Finelli (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Noose (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Paul Bonaparte (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Percival Lawrence (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Percy Walker (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Professor Kilgory (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Prophet of Hate (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Rita Worth (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Neutral Characters
Roy Winters (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Hal Jordan (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
George Whitaker (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Chameleon (Breese) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Doctor Nitro (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Chiquita Tarantula (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Chris Ramsey (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Chuck Brandon (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Cracksmith (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Crimorto (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Danbury Fawcett (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Detective Brady (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Diavolo (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Doctor Colosso (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Doctor Hades (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Doctor Herzog (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Doctor Lammon (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Doctor Nichi (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Doctor Throttle (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Doctor von Helstog (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Dotty Benson (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Douglas van Horn (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Ed Jordan (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Ed Rutgers (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Epicure (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Frank Lavalle (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Franz Egraus (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Franz Neunmensch (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Gaillard (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Genrami (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
George Jordan (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Man in the Steel Mask (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Lars Krool (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Klug (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Lon Draga (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Mister Phillips (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Mister Crown (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Mike Dolan (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Menalaos (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Medusa (Sub-Earth Men) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Maxim Dreer (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Matilda (Nowhere) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Marvello (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Marshal Doering (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Mad Scientist (Nazi) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Mabu (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Longnails Legarya (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Lon Crag (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Mister Schores (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Lionel van Devanter (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Lewis Murdock (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Lew Grey (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Legs Cochone (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Leet Brannis (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Le Bull (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Le Barbe (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Lana Love (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Kurt Weidner (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kurt Hausner (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Krauss and Polly (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Komba (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Killer Kole (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Mister Powers (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Mister Smythe (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Khan (WWII) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Phantom of the Bell Tower (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Rozzo (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Rolf Reibel (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Rod Elliot (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Robert Deptford (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Reisel (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Reginald Carter (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Red Skeleton (Writer) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Professor Torture (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Professor Holz (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Princess Pam (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Prince of Good (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Peter Vermeer (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Mister Thos (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Peter Drew (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Paw (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
P.J. Morgan (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Orrible Oress (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Oldow (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Ogre of Mills Forest (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Napoleon Sack (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Nails Riggly (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Mysto the Magician (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Murdock (WWII) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Moppino (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Mock Mikado (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Killer Brogan (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Kenny Roberts (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Keeper of the Flash (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Ghostly Terrill (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Guardian of the Spirit World (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Gore (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Gonji (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Gondor (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Gojo (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Gi-Gi Devin (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
George Brinner (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
General Henchel (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Ghost of Yesteryear (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Great Rosso (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Guy Stanford (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Hans Thysenn (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Head (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Hercules (Captain America Past Life) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Herr Swastika (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jackal (Nazi) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jim Langdon (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Johnnie Pinkham (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Judas Cain (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Juggernaut (WWII) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Karl Kraft (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Karl Shaffer (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Gustave Leech (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Great Astro (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Hans Grentoff (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Hans Knutte (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kamentin (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Jonah Lamb (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
John Trent (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
John Lissom (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
John Borden (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Joe Marone (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Joe Grupper (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Jimmy Crain (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Jean Carson (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Jasper Whifflegrass (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jacques Laval (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Ed Turtle (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Igor Korbeau (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Heinrich Bungler (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Herr Gruber (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Herr Horner (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Herr Mongrel (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Hugh Bradley (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
J-97 (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Izan (Human Torch Foe) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Hutsu (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Inga von Leche (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Carl Lombardi (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kerberos (Skrull) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Ame-no-minaka-nushi-no-kami (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Eric O'Grady (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Dai'andral (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Sn'Tlo (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
S'pyke (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Mercury (Cerebro's X-Men) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
M'stapha (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Cleito (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
C'hin (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Brady O'Neil (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
B'arr (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Ra'al (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Molly Peterson (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Eclecta (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Azazel (Grigori) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Archenemy (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Steven (Adrienne's husband) (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Reno (Secret Agent),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Ernesto & Luigi Gambonno (Earth-98121),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Colleen O'Shaugnessy (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Ce'Athauna Asira Davin (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Megan O'Toole (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
K'toth (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Kl'rt (Heroes Reborn) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
K'illace (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Jonath (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Jay Burnell (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jane Melville (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Iman Dashire (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Conner O'Reilly (Heroes Reborn) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Kristine Calverly (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Mark Randall (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
A'yin (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Yahnos Tr'morr (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Sentinel (Daria) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Pepper (Salt & Pepper) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Orthus (Heroes Reborn) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Michele Argento (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Greg Carlson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Tuatola T'Tuana Timon (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Eleanor Bishop (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Neutral Characters
Carlo Brewster (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Sturm (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Reuben O'Hara (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Le' Sabre (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jeremy Markley (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Mrs. Altman (Anelle's Nursemaid) (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Neutral Characters
T'Shan (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
S'Yan (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Ronald Kinney (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Q'Ran (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Numara D'athahr (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Frankenstein's Monster (Clone) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
M'Shula (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
M'Butu (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Louis Sadler's son (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Lil' Bro (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
